시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
경상남도,김해시,센텀Q시티어린이집,가정,정상,50966,경상남도 김해시 주촌면 선지로 85 110동 103호(센텀Q시티아파트),055-326-7836,055-326-7836,3,54,0,7,20,20,35.22967082046252,128.84706207945396,운영,,2018-10-10,,,
경상남도,김해시,원메이저 힐스테이트 어린이집,국공립,정상,51023,경상남도 김해시 율하5로 99 원메이저 힐스테이트 관리동 1층,055-333-6800,055-333-6803,6,204,1,13,77,70,35.16712740134512,128.82928016006556,미운영,,2019-01-01,,,
경상남도,김해시,원메이저 자이 어린이집,국공립,정상,51020,경상남도 김해시 율하6로 18 원메이저 자이 관리동 1층,055-333-9922,055-333-4422,5,175,1,12,66,55,35.171606825621666,128.82745982272624,미운영,,2019-01-01,,,
경상남도,김해시,원메이저 푸르지오 어린이집,국공립,정상,51022,경상남도 김해시 율하로 479 원메이저 푸르지오 관리동 1층,055-331-0088,055-331-0099,5,175,1,11,66,61,35.16737114350558,128.82537035124815,미운영,,2019-01-01,,,
경상남도,김해시,삼계어린이집,국공립,정상,50896,경상남도 김해시 가야로22번길 13 (삼계동),055-333-5112,055-333-6050,6,221,1,12,76,74,35.268648021199255,128.8631683384168,운영,,2019-01-01,,,
경상남도,김해시,베베짱플러스어린이집,국공립,정상,50824,경상남도 김해시 삼안로112번길 9-29 베베짱플러스어린이집,055-313-8420,--,6,168,1,13,49,43,35.24058830983618,128.91633401984245,운영,,2019-01-01,,,
경상남도,김해시,센텀Q시티 리베폴어린이집,민간,정상,50966,경상남도 김해시 주촌면 선지로 85 센터Q시티아파트 키즈존(어린이집),055-333-4664,055-903-3573,6,165,3,14,57,57,37.566470,126.977963,운영,,2019-02-28,,,
경상남도,김해시,덕산캐슬I 어린이집,국공립,정상,50991,경상남도 김해시 대청로 237 관리동(덕산아내에코캐슬),055-323-1157,0504-312-3719,5,128,0,11,48,40,35.19490052046898,128.79204865055166,미운영,,2019-03-01,,,
경상남도,김해시,e편한 어린이집,국공립,정상,51007,경상남도 김해시 무계로 47 장유e편한세상2차아파트 관리동,055-338-3691,--,4,148,1,13,52,44,35.1995169595889,128.81713599046148,미운영,,2019-03-01,,,
경상남도,김해시,부원역 그린코아 어린이집,국공립,정상,50925,경상남도 김해시 김해대로 2349 부원역 그린코아 더센텀 아파트 관리동,055-323-2349,--,4,100,0,10,34,34,35.22708877899212,128.88324813265046,미운영,,2019-03-01,,,
경상남도,김해시,행복숲어린이집,국공립,정상,51024,경상남도 김해시 율하5로 14 LH 행복주택아파트 관리동,055-321-0012,0505-320-0012,5,308,2,13,105,74,35.16418253691884,128.8246625644667,운영,,2019-08-01,,,
경상남도,김해시,달팽이꽃어린이집,민간,정상,50866,경상남도 김해시 진영읍 김해대로 258 한림풀에버 1단지 103동 1층 관리동,055-343-9003,055-343-9003,5,63,0,9,23,21,35.306627623387236,128.71904862714172,운영,,2019-08-08,,,
경상남도,김해시,모아어린이집,국공립,정상,50827,경상남도 김해시 김해대로2715번길 23-1 ,055-329-7008,055-329-7009,7,180,1,11,49,48,35.22990208075199,128.92304037988893,운영,help0035@hanmail.net,2019-09-01,,,
경상남도,김해시,협성엘리시안어린이집,국공립,정상,50959,경상남도 김해시 분성로 4 106동 1층,055-338-1201,055-338-1208,5,121,0,12,45,38,35.23246274844206,128.8477679202357,미운영,,2019-11-01,,,
경상남도,김해시,센텀또래어린이집,가정,정상,50966,경상남도 김해시 선지로 85 102동 101호(김해센텀Q시티아파트),055-338-3383,--,5,79,0,8,20,20,35.23039638925501,128.84602138927735,운영,,2019-12-16,,,
경상남도,김해시,경상남도사회서비스원김해시중흥어린이집,국공립,정상,50861,경상남도 김해시 진영읍 진산대로 59 중흥s클래스에코시티 관리동,055-342-8202,055-342-8201,6,194,4,13,73,61,35.3096594472218,128.7225814705659,미운영,,2020-01-01,,,
경상남도,김해시,오성과한음어린이집,국공립,정상,50963,경상남도 김해시 흥동로 131 ,055-326-3763,--,6,135,1,12,46,45,35.222194750921666,128.86312698265715,운영,khm080100,2020-01-01,,,
경상남도,김해시,황토참좋은어린이집,국공립,정상,50823,경상남도 김해시 삼안로132번길 15-10 ,055-332-9225,--,7,271,2,9,98,56,35.24168152830215,128.91644213149274,운영,,2020-01-01,,,
경상남도,김해시,숲속화인어린이집,국공립,정상,50815,경상남도 김해시 삼안로 250 ,055-322-1004,055-337-7538,10,448,2,14,169,71,35.25026936231208,128.91048398794297,운영,,2020-01-01,,,
경상남도,김해시,율하자이어린이집,국공립,정상,51022,경상남도 김해시 율하6로 17 율하자이힐스테이트 관리동,055-339-2252,--,5,259,1,11,95,64,37.566470,126.977963,미운영,,2020-02-01,,,
경상남도,김해시,센텀초아어린이집,가정,정상,50966,경상남도 김해시 선지로 85 115동 104호(김해센텀Q시티아파트),055-328-2907,055-328-2907,4,54,0,6,20,17,35.22901033574231,128.84826622808663,운영,,2020-03-02,,,
경상남도,김해시,주촌제니스어린이집,국공립,정상,50887,경상남도 김해시 주선로 34 ,055-339-0401,055-339-0402,6,261,1,12,98,66,35.23625156402633,128.84471242610223,미운영,,2020-04-01,,,
경상남도,김해시,경상남도사회서비스원김해시센텀제니스어린이집,국공립,정상,51025,경상남도 김해시 천곡로 26 ,055-334-8255,055-334-8266,5,206,1,14,78,72,35.23193322020335,128.83459493410416,미운영,,2020-04-01,,,
경상남도,김해시,율산어린이집,국공립,정상,51024,경상남도 김해시 율하5로 48 ,055-335-1004,--,6,181,2,16,68,58,35.16267845969738,128.82952893905147,운영,,2020-04-01,,,
경상남도,김해시,시티프라디움어린이집,국공립,정상,51023,경상남도 김해시 율하5로 11 ,055-337-2051,055-337-2050,6,196,3,13,74,74,35.166102806718,128.82640928561662,미운영,,2020-04-01,,,
경상남도,김해시,경동리인어린이집,국공립,정상,51001,경상남도 김해시 장유로334번길 9 ,055-331-1200,--,4,131,0,12,45,39,35.19586481346113,128.8168378012426,미운영,,2020-04-01,,,
경상남도,김해시,청록어린이집,국공립,정상,50928,경상남도 김해시 활천로74번길 22 (삼정동),055-334-2050,055-334-5657,6,286,1,12,99,64,35.234203879367385,128.8954246724336,운영,chungrok.kidsnote.ac,2020-07-01,,,
경상남도,김해시,리슈빌어린이집,국공립,정상,51024,경상남도 김해시 율하5로 46 리슈빌더스테이아파트 관리동,055-313-3337,055-313-3307,5,174,1,14,65,54,35.163382116577374,128.82724284512065,미운영,,2020-08-01,,,
경상남도,김해시,김해서부경찰서어린이집,직장,정상,51004,경상남도 김해시 계동로 183 김해서부경찰서,055-337-5649,055-337-5648,5,242,1,14,60,36,35.190175429496996,128.79801018650343,미운영,https://hansol-ghsbpolice.kidsnote.ac,2020-08-31,,,
경상남도,김해시,삼계서희스타힐스어린이집,국공립,정상,50830,경상남도 김해시 해반천로 280 ,055-314-7590,055-314-7590,3,116,1,7,35,31,34.929761202093054,128.4081753466578,미운영,,2021-02-03,,,
경상남도,김해시,힐스테이트수어린이집,국공립,정상,51005,경상남도 김해시 관동로27번길 39 ,055-312-7486,055-312-7486,5,122,1,9,46,26,35.17844753134913,128.81182899768012,미운영,,2021-02-08,,,
경상남도,김해시,앤어린이집,국공립,정상,50897,"경상남도 김해시 삼계로 232 115동 104호(삼계동, 분성마을현대아이파크1차아파트)",055-339-7890,055-339-7825,3,63,0,8,20,20,35.26676079422086,128.86837745327497,운영,,2021-03-01,,,
경상남도,김해시,오해피어린이집,가정,정상,50883,경상남도 김해시 김해대로 1870 103동 104호 (삼계아이파크 관리동),055-904-5279,055-901-9401,3,82,0,4,20,10,37.566470,126.977963,미운영,,2021-05-21,,,
경상남도,김해시,무계스타힐스어린이집,국공립,정상,51007,경상남도 김해시 장유로307번길 17 관리동,055-902-1366,055-902-1377,3,95,1,9,30,28,37.566470,126.977963,미운영,,2021-09-01,,,
경상남도,김해시,장유삼정그린코아어린이집,국공립,정상,51007,경상남도 김해시 무계한빛길 50 관리동,055-327-3353,--,4,72,1,8,27,14,35.20028799612894,128.82085043982056,미운영,,2021-09-01,,,
경상남도,김해시,아이별어린이집,가정,정상,50830,경상남도 김해시 두곡로 15 104동104호(한라비발디센텀시티),055-903-0634,--,3,44,0,4,16,14,35.272066601131286,128.86778779027696,미운영,,2022-03-11,,,
경상남도,김해시,해반천한라비발디어린이집,국공립,정상,50896,경상남도 김해시 김해대로1765번길 7 관리동,055-337-2322,055-338-2322,5,104,1,6,39,18,35.26918770615741,128.8611862887453,미운영,,2022-05-01,,,
경상남도,김해시,쌍용더플래티넘어린이집,국공립,정상,50960,경상남도 김해시 금관대로1134번길 16 관리동,055-326-3575,055-326-3576,4,77,1,10,29,23,37.566470,126.977963,미운영,,2022-05-01,,,
경상남도,김해시,구산애기똥풀어린이집,민간,정상,50907,경상남도 김해시 가락로294번길 17-1 구산5주공아파트 관리동,055-312-6562,--,4,78,0,6,29,18,37.566470,126.977963,운영,,2022-08-01,,,
경상남도,김해시,삼계한라비발디센텀시티어린이집,국공립,정상,50830,경상남도 김해시 두곡로 15 삼계한라비발디센텀시티아파트 관리동,055-324-1253,055-324-1254,6,207,1,10,78,32,35.27153268323521,128.8669101628805,미운영,,2022-09-01,,,
경상남도,김해시,연지공원푸르지오어린이집,국공립,정상,50885,경상남도 김해시 금관대로 1407 연지공원푸르지오아파트 관리동,055-324-7942,055-324-7943,6,209,1,10,79,33,35.248103778069954,128.86562023242467,미운영,,2022-09-01,,,
